,comp_name,description,business_model,customer,keywords,stage,total_funding,num_investors,date_founded,location,employees,website
1023,LEVEL,Descubre el mundo a tu manera,"Marketplace, Subscription",,Traveltech & LeisureAutomation Undisclosed Funding,-1.0,,,Founded: 2017,,0.0,
1024,Letgo,"letgo is a marketplace revolution: it is mobile, easy-to-use and local. Our goal is to make selling and buying from people nearby a breeze!",Marketplace,Consumer,Fashion & DesignAI & Big Data Series C,5.0,,,Founded: 2015,,0.0,
1025,Letmespace,LetMeSpace is the 1st marketplace for storage space. We use our platform (P2P) to connect people with excess or used space with other people who are looking to rent cheaper storage for their furniture.,"Marketplace, Subscription",Consumer,Sustainable mobilityIoT & Sensors Pre-seed,1.0,,,Founded: 2014,,0.0,
1026,Let’s Cook,Let's cook is the spanish meal kit service provider,"Marketplace, Subscription",Consumer,FoodtechIoT & Sensors Seed,2.0,,,Founded: 2019,,6.0,
1027,Leukos Biotech,"We focus on developing new treatments and diagnostic tools for Leukaemia. We have identified a new therapeutic target against Leukemic Stem Cells in AML which will be validated, using a repurposed small molecule, in a Phase II clinical trial starting at the end of 2017. The study will also cover the diagnosis and prognosis of AML patients according to the expression of this biomarker in blood.",Other types of licence,Business,HealthtechBioengineering & Regenerative medicine Series A,3.0,,,Founded: 2015,,0.0,
1028,Lexdir Global,"A meeting point for individuals, self-employed workers and small companies that wish to resolve their legal problems and lawyers who wish to make themselves known among possible clients.",,"Business, Consumer",LegaltechAI & Big Data Seed,2.0,,,Founded: 2013,,8.0,
1029,Leypal,Firma electrónica y correo certificado,Subscription,,LegaltechCybersecurity Undisclosed Funding,-1.0,,,Founded: 2019,,0.0,
1030,Lhings,"Cloud platform designed to provide access to your Things and allow you to manage, share and interact with them anywhere and at any time you wish.",,CERCA Centre,HardwareCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2011,,0.0,
1031,Liberia,Desarrollo de software,Software licence,Consumer,HealthtechNo technology assigned Undisclosed Funding,-1.0,,,Founded: 2015,,2.0,
1032,Lideralia,"We only work in what we are passionate about: our own projects that will yield not only an economic return, but also value for society. Creating places where experience is something unique for the user is our challenge and achieving it, our only option.",Software licence,Business,FintechIoT & Sensors Seed,2.0,,,Founded: 2014,,7.0,
1033,LifeVit,"LifeVit fabrica productos de Salud Conectada. Dispositivos inteligentes para gestionar el bienestar y equipos médicos certificados clínicamente para controlar las constantes vitales. Todos ellos conectados a una aplicación gratuita para el control y seguimiento de los datos de salud.Gracias a una completa gama de dispositivos, nuestro objetivo es facilitar el seguimiento de los hábitos saludables y las constantes vitales. Medir datos de salud, seguir sus resultados y compartirlos de forma segura","Development & Manufacturing, Saas",,HealthtechIoT & SensorsBeauty & Personal care Cloud & Edge Computing Connectivity Digital Health  Undisclosed Funding,-1.0,,,Founded:,,0.0,
1034,Lifecole,"Live and online after-school courses for the geniuses of the future.
in small groups and flexible hours.","Saas, Subscription",Consumer,EdtechCloud & Edge ComputingDigital Content & Media Gaming ICT & Mobile Community & Social network  Seed,2.0,,,Founded: 2020,,10.0,
1035,Lightbox,"Virtualage develops 3D, AR and VR solutions and experiences for a wide range of companies.","Consultancy & Agency, Development & Manufacturing",Consumer,Digital Content & MediaAR/VRAdtech Edtech Gaming Proptech Cloud & Edge Computing  Seed,2.0,,,Founded: 2017,,4.0,
1036,Limbix,We're building a pipeline of prescription digital therapeutics for the treatment of mental health which combine the use of mobile & VR.,Ecommerce & Trade,"Business, Consumer",HealthtechDigital Health Pre-seed,1.0,,,Founded: 2019,,4.0,
1037,Lince Works,"Game development studio based in Barcelona. Lince Works aims to create high-quality games with heart and soul, designed by a team of people who love games and creating interactive experiences.","Marketplace, Software licence",Consumer,GamingAR/VR Series A,3.0,,,Founded: 2014,,13.0,
1038,Lingokids,La aventura del aprendizaje divertido en inglés,,,EdtechConnectivity Undisclosed Funding,-1.0,,,Founded:,,0.0,
1039,Link To Media,"Link To Media has arisen from the union of experienced professionals in Internet projects with elements of high technology, and a team of journalists and community managers. We have a network of webs that draw on the knowledge of experts who create text and video content. We are aware that the new generation of digital content is based on an analysis of what users search for and what they share on social media.",Advertising,"Business, Consumer",Digital Content & MediaAI & Big DataHealthtech Edtech Green & Energytech  Seed,2.0,,,Founded: 2011,,35.0,
1040,"LipoTrue,.","LipoTrue is focused on obtaining advanced active ingredients through cutting-edge technological platforms: Wild Plants as Biofactories, In Silico & Biomimetic Design of Peptides, Marine Bio-research and Big Data Analytics .",,,Beauty & Personal careBioengineering & Regenerative medicine Undisclosed Funding,-1.0,,,Founded: 2014,,0.0,
1041,Liposcale,We develop software and IT tools for fine-tuning in vitro diagnostic tests for evaluating cardiovascular risk.,Software licence,"Business, Consumer",Green & EnergytechOmic Sciences Seed,2.0,,,Founded: 2014,,5.0,
1042,Lit Control,We develop technologies to improve the care of chronic patient,"Development & Manufacturing, Software licence","Business, Consumer",HealthtechDigital Health Series A,3.0,,,Founded: 2011,,24.0,
1043,Livelia,Livelia is a marketplace of furniture for home promoted by manufacturers and stores.,Marketplace,Consumer,Fashion & DesignIoT & Sensors Pre-seed,1.0,,,Founded: 2020,,0.0,
1044,LivingChar,"Production and marketing of biochar, material that improves the economic and environmental sustainability of agricultural production and sequesters large amounts of carbon and, therefore, helps mitigate the effects of climate change.",Development & Manufacturing,"Business, Consumer",AgritechSustainable materials Seed,2.0,,,Founded: 2018,,2.0,
1045,Loan eMarket,"We create a marketplace where Banks and Investments founds can sell their loans and pools of loans to familiy offices, other investments founds and particulars.","Marketplace, R+D+I Services, Other types of licence","Business, Consumer",FintechAI & Big DataAgritech  Seed,2.0,,,Founded: 2017,,2.0,
1046,LoanBook,"Marketplace lending platform that specializes in providing all kind of working capital finance for SMEs (short term loans and discount promissory notes), funded by retail, professional and institutional investors that co-finance each credit.",Marketplace,"Business, Consumer",FintechAI & Big Data Series A,3.0,,,Founded: 2012,,17.0,
1047,Lobelia Earth,"Lobelia use Earth Observation data and climate projections for the assessment of vulnerabilities, risks and opportunities associated to climate scenarios for each particular case and region of interest. We work on monitoring, forecasting and planning, often from open and free data acquired by European satellites under the Copernicus programme.",,Company /Other Centre,Green & EnergytechAI & Big Data Pre-seed,1.0,,,Founded: 2018,,14.0,
1048,LocalProductos.es,LocalProductos.es is the marketplace where small local stores can sell their products online and a space that promotes responsible consumption and circular economy.,Marketplace,Business,EcommerceAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2021,,4.0,
1049,Letgo,"letgo is a marketplace revolution: it is mobile, easy-to-use and local. Our goal is to make selling and buying from people nearby a breeze!",Marketplace,Consumer,Fashion & DesignAI & Big Data Series C,5.0,,,Founded: 2015,,0.0,
1050,Letmespace,LetMeSpace is the 1st marketplace for storage space. We use our platform (P2P) to connect people with excess or used space with other people who are looking to rent cheaper storage for their furniture.,"Marketplace, Subscription",Consumer,Sustainable mobilityIoT & Sensors Pre-seed,1.0,,,Founded: 2014,,0.0,
1051,Let’s Cook,Let's cook is the spanish meal kit service provider,"Marketplace, Subscription",Consumer,FoodtechIoT & Sensors Seed,2.0,,,Founded: 2019,,6.0,
1052,Leukos Biotech,"We focus on developing new treatments and diagnostic tools for Leukaemia. We have identified a new therapeutic target against Leukemic Stem Cells in AML which will be validated, using a repurposed small molecule, in a Phase II clinical trial starting at the end of 2017. The study will also cover the diagnosis and prognosis of AML patients according to the expression of this biomarker in blood.",Other types of licence,Business,HealthtechBioengineering & Regenerative medicine Series A,3.0,,,Founded: 2015,,0.0,
1053,Lexdir Global,"A meeting point for individuals, self-employed workers and small companies that wish to resolve their legal problems and lawyers who wish to make themselves known among possible clients.",,"Business, Consumer",LegaltechAI & Big Data Seed,2.0,,,Founded: 2013,,8.0,
1054,Leypal,Firma electrónica y correo certificado,Subscription,,LegaltechCybersecurity Undisclosed Funding,-1.0,,,Founded: 2019,,0.0,
1055,Lhings,"Cloud platform designed to provide access to your Things and allow you to manage, share and interact with them anywhere and at any time you wish.",,CERCA Centre,HardwareCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2011,,0.0,
1056,Liberia,Desarrollo de software,Software licence,Consumer,HealthtechNo technology assigned Undisclosed Funding,-1.0,,,Founded: 2015,,2.0,
1057,Lideralia,"We only work in what we are passionate about: our own projects that will yield not only an economic return, but also value for society. Creating places where experience is something unique for the user is our challenge and achieving it, our only option.",Software licence,Business,FintechIoT & Sensors Seed,2.0,,,Founded: 2014,,7.0,
1058,LifeVit,"LifeVit fabrica productos de Salud Conectada. Dispositivos inteligentes para gestionar el bienestar y equipos médicos certificados clínicamente para controlar las constantes vitales. Todos ellos conectados a una aplicación gratuita para el control y seguimiento de los datos de salud.Gracias a una completa gama de dispositivos, nuestro objetivo es facilitar el seguimiento de los hábitos saludables y las constantes vitales. Medir datos de salud, seguir sus resultados y compartirlos de forma segura","Development & Manufacturing, Saas",,HealthtechIoT & SensorsBeauty & Personal care Cloud & Edge Computing Connectivity Digital Health  Undisclosed Funding,-1.0,,,Founded:,,0.0,
1059,Lifecole,"Live and online after-school courses for the geniuses of the future.
in small groups and flexible hours.","Saas, Subscription",Consumer,EdtechCloud & Edge ComputingDigital Content & Media Gaming ICT & Mobile Community & Social network  Seed,2.0,,,Founded: 2020,,10.0,
1060,Lightbox,"Virtualage develops 3D, AR and VR solutions and experiences for a wide range of companies.","Consultancy & Agency, Development & Manufacturing",Consumer,Digital Content & MediaAR/VRAdtech Edtech Gaming Proptech Cloud & Edge Computing  Seed,2.0,,,Founded: 2017,,4.0,
1061,Limbix,We're building a pipeline of prescription digital therapeutics for the treatment of mental health which combine the use of mobile & VR.,Ecommerce & Trade,"Business, Consumer",HealthtechDigital Health Pre-seed,1.0,,,Founded: 2019,,4.0,
1062,Lince Works,"Game development studio based in Barcelona. Lince Works aims to create high-quality games with heart and soul, designed by a team of people who love games and creating interactive experiences.","Marketplace, Software licence",Consumer,GamingAR/VR Series A,3.0,,,Founded: 2014,,13.0,
1063,Lingokids,La aventura del aprendizaje divertido en inglés,,,EdtechConnectivity Undisclosed Funding,-1.0,,,Founded:,,0.0,
1064,Link To Media,"Link To Media has arisen from the union of experienced professionals in Internet projects with elements of high technology, and a team of journalists and community managers. We have a network of webs that draw on the knowledge of experts who create text and video content. We are aware that the new generation of digital content is based on an analysis of what users search for and what they share on social media.",Advertising,"Business, Consumer",Digital Content & MediaAI & Big DataHealthtech Edtech Green & Energytech  Seed,2.0,,,Founded: 2011,,35.0,
1065,"LipoTrue,.","LipoTrue is focused on obtaining advanced active ingredients through cutting-edge technological platforms: Wild Plants as Biofactories, In Silico & Biomimetic Design of Peptides, Marine Bio-research and Big Data Analytics .",,,Beauty & Personal careBioengineering & Regenerative medicine Undisclosed Funding,-1.0,,,Founded: 2014,,0.0,
1066,Liposcale,We develop software and IT tools for fine-tuning in vitro diagnostic tests for evaluating cardiovascular risk.,Software licence,"Business, Consumer",Green & EnergytechOmic Sciences Seed,2.0,,,Founded: 2014,,5.0,
1067,Lit Control,We develop technologies to improve the care of chronic patient,"Development & Manufacturing, Software licence","Business, Consumer",HealthtechDigital Health Series A,3.0,,,Founded: 2011,,24.0,
1068,Livelia,Livelia is a marketplace of furniture for home promoted by manufacturers and stores.,Marketplace,Consumer,Fashion & DesignIoT & Sensors Pre-seed,1.0,,,Founded: 2020,,0.0,
1069,LivingChar,"Production and marketing of biochar, material that improves the economic and environmental sustainability of agricultural production and sequesters large amounts of carbon and, therefore, helps mitigate the effects of climate change.",Development & Manufacturing,"Business, Consumer",AgritechSustainable materials Seed,2.0,,,Founded: 2018,,2.0,
1070,Loan eMarket,"We create a marketplace where Banks and Investments founds can sell their loans and pools of loans to familiy offices, other investments founds and particulars.","Marketplace, R+D+I Services, Other types of licence","Business, Consumer",FintechAI & Big DataAgritech  Seed,2.0,,,Founded: 2017,,2.0,
1071,LoanBook,"Marketplace lending platform that specializes in providing all kind of working capital finance for SMEs (short term loans and discount promissory notes), funded by retail, professional and institutional investors that co-finance each credit.",Marketplace,"Business, Consumer",FintechAI & Big Data Series A,3.0,,,Founded: 2012,,17.0,
1072,Lobelia Earth,"Lobelia use Earth Observation data and climate projections for the assessment of vulnerabilities, risks and opportunities associated to climate scenarios for each particular case and region of interest. We work on monitoring, forecasting and planning, often from open and free data acquired by European satellites under the Copernicus programme.",,Company /Other Centre,Green & EnergytechAI & Big Data Pre-seed,1.0,,,Founded: 2018,,14.0,
1073,LocalProductos.es,LocalProductos.es is the marketplace where small local stores can sell their products online and a space that promotes responsible consumption and circular economy.,Marketplace,Business,EcommerceAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2021,,4.0,
1074,Lodgify,"Lodgify is a Software-as-a-Service for Vacation Rental Businesses. Lodgify allows you to easily create a vacation rental website with a ""Book now"" button and to manage all your reservations.","R+D+I Services, Saas, Software licence, Subscription","Business, Consumer",Traveltech & LeisureCloud & Edge Computing Series B,4.0,,,Founded: 2012,,70.0,
1075,Lola Market,Hacemos tu compra,Marketplace,,EcommerceAutomation Undisclosed Funding,-1.0,,,Founded: 2015,,0.0,
1076,LolaFlora España,"LolaFlora es la floristería online que te ofrece los más hermosos arreglos florales para entrega a domicilio en cualquier lugar de España, confeccionados con las flores más frescas, en las combinaciones más espectaculares, con los precios más competitivos y que son el obsequio perfecto para cualquier ocasión.",Ecommerce & Trade,Consumer,EcommerceAutomation Pre-seed,1.0,,,Founded:,,0.0,
1077,Loop dx,"Loop Diagnostics was founded in 2018. Successful preclinical trials have demonstrated the effectiveness of the first product, SepitLoop, targeting the early diagnosis of Sepsis, faster and with greater precision than the existing standard of care. We have raised considerable public funding to complete the prototype point of care device and to protect the technology and are now looking for support to complete the final steps to bring the technology to the market.","Development & Manufacturing, Saas, Software licence",Business,HealthtechBioengineering & Regenerative medicine Pre-seed,1.0,,,Founded: 2018,,0.0,
1078,Los Cuentos De Bastian,"Platform of resources for families and teachers addressed to the cultural and educational development of children and young people. Selection of books, board games, apps, ICT, reading, pastimes in just one place.",Ecommerce & Trade,"Business, Consumer",EdtechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2013,,2.0,
1079,Loyal Guru,"Loyalty platform with CRM and marketing capabilities. Mainly for the retail industry (supermarket chains, fashion retailers and big malls)",Software licence,Business,AdtechAI & Big Data Series B,4.0,,,Founded: 2013,,25.0,
1080,Lucid,"The first product of LUCID is a software tool based on state-of-the-art vision science models that colour-corrects footage in real time. It performs a technical grade that closely matches the manual results of professional high-end colorists, and empowers the creator with tools to create a superior image.","Development & Manufacturing, R+D+I Services, Saas, Subscription",Business,Digital Content & MediaAR/VR Undisclosed Funding,-1.0,,,Founded: 2021,,0.0,
1081,Ludium,"We offer a mobile cloud gaming solution for PC games, accessed through any smartphone or tablet with a Wi-Fi or 3G network connections. With our platform, users can access a wide catalogue of videogames, the only requirement being our previously installed thin client.",Ecommerce & Trade,Consumer,GamingCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2012,,18.0,
1082,Luna,"Our model is based on commissions from both our ambassadors and transactions through Luna and subscriptions for the events to access client data. We haven't started generating revenue yet, since we're still developing our product. We will start generating mid April through our ambassadors.","Advertising, Marketplace","Business, Consumer",Traveltech & LeisureAI & Big DataFintech Foodtech Community & Social network  Pre-seed,1.0,,,Founded: 2018,,5.0,
1083,Lupa,"We will design and manufacture a system that will allow the customer to buy the car with or without battery.

Also we want to develop the PowerHome. It is a battery that stores energy, detects power outages, and automatically becomes the power source for your home if the electrical grid stops working.",Ecommerce & Trade,Business,Sustainable mobilityConnectivity Series A,3.0,,,Founded: 2020,,150.0,
1084,Lupper,Dating app for gamers,Subscription,"Business, Consumer",Community & Social networkAI & Big DataICT & Mobile  Pre-seed,1.0,,,Founded: 2021,,2.0,
1085,Luxiot,Luxiot is a start-up focusing on delivering smart lighting solutions oriented towards urban environment to offer municipalities the opportunity to generate new services for their citizens.,"Development & Manufacturing, Saas, Other types of licence",Business,HardwareIoT & SensorsICT & Mobile  Pre-seed,1.0,,,Founded: 2016,,3.0,
1086,MAGNUS COMMODITIES,"Energy Procurement Consultancy Company, focused on managing the Risk associated to the Commodity Markets where Energy usually trades. Offices in Barcelona, Madrid, Lisbon and Milan. Currently, working on 3 areas: Knwoledge, Technology and Data","Consultancy & Agency, Marketplace, Saas, Software licence",Business,Green & EnergytechAI & Big Data Seed,2.0,,,Founded: 2014,,20.0,
1087,MAM,"Watches designed and manufactured with natural and sustainable woods, created by skilled craftsmen.","Development & Manufacturing, Ecommerce & Trade","Business, Consumer",Fashion & DesignNBS (Nature Based Solutions) Series A,3.0,,,Founded: 2015,,15.0,
1088,MAMMAPROOF,It is a platform of content and action to transform cities into friendlier and more inclusive spaces for families.,"Advertising, Consultancy & Agency, Subscription",Consumer,Traveltech & LeisureAI & Big DataDigital Content & Media Edtech ICT & Mobile Community & Social network Beauty & Personal care  Undisclosed Funding,-1.0,,,Founded: 2012,,12.0,
1089,MANZANING,"Manzaning is the digital solution for small local retailers. An app available for iOs and Android, a marketplace where they create their own e-store, display product catalogue,  chat with customers, sell (payment gateway integrated) and deliver in 60min or scheduled. The first digital solution for a long tail of retailers that don't even have a website.  Our operations are in Barcelona, where we have more than 500 stores selling through our app.","Ecommerce & Trade, Marketplace","Business, Consumer",FoodtechAI & Big Data Seed,2.0,,,Founded: 2016,,0.0,
1090,MARMED OCIO CULTURA Y GASTRONOMIA,"The provision of services in event management and organization, mainly related to the hostelry industry, information services, reservations and activities related to them","Consultancy & Agency, R+D+I Services",Business,Traveltech & LeisureNo technology assigned Pre-seed,1.0,,,Founded: 2017,,0.0,
1091,MATER TRAINING,"The Mater Training method is the only method of preparation for childbirth that explains what the books do not say, what they do not tell you in medical check-ups and what no one dares to ask in face-to-face classes.",Ecommerce & Trade,Consumer,EdtechConnectivity Undisclosed Funding,-1.0,,,Founded: 2013,,0.0,
1092,MATESFERIA APP,"Matesferia is a smartphone application that enables its users to find shops, e-catalogs, online stores, and more.",,,Traveltech & LeisureNo technology assigned Undisclosed Funding,-1.0,,,Founded: 2014,,0.0,
1093,MBC PROMOCIONARIUM SL,MyBabyClub is an online babies shop as aiming the best and most innovative products for infants. This platform offers products for from newborn babies to kids up to 8 years old.,,,Beauty & Personal careNo technology assigned Undisclosed Funding,-1.0,,,Founded: 2012,,0.0,
1094,MC Health Tech,"MC Health Tech is a medical device company engaging in research, development, manufacturing, and distribution of non-invasive technologies for the physiotherapy, sports medicine, rehabilitation, and post surgical medical sectors.  Our patented PHYSIUM technologies are CE marked pulse negative pressure stimulation devices, designed for mobilizing the soft tissue (incl deep fascia) and treat musculoskeletal, vascular, nervous and lymphatic system disorders such as chronic pain, edema, and fibrosis.","Development & Manufacturing, Subscription",Business,HealthtechRobotics & Collaborative Robotics Seed,2.0,,,Founded: 2012,,8.0,
1095,MEDIA DIGITAL VENTURES,"Media Digital Ventures is the first cross-media Media for Equity fund based in Spain. The fund has 35M€ of advertisement assets from our 8 Media Partners (Atresmedia, Vocento, Grupo Godó, Grupo Zeta, Grup Ara, Hearst and Impact Media), and invest in B2C and B2B2C startups with investment tickets from 150k€ up to 2M€. Portfolio: Hundredrooms, Waynabox, Glovo, WePlan...",Consultancy & Agency,Consumer,Digital Content & MediaAI & Big Data Seed,2.0,,,Founded: 2014,,2.0,
1096,MEDIKINES,"We develpoing and sell MEDIKINES, is a platforma to manage medical workflow with IA technologies.","Advertising, Saas","Business, Consumer",HealthtechAI & Big Data Seed,2.0,,,Founded: 2019,,2.0,
1097,MEDITICHEALTH,"You can do almost everything from your phone. Why not getting in touch with your doctor, being visited and see your clinical results from your device? Meditic Technologies offers you, not only a telemedicine platform, but also an experienced medical and engineer team who provide successful solutions about medical problems though telemedicine. Our main objective is to implement telemedicine solutions to the market, being quality and efficiency our most considered values.","Consultancy & Agency, Others","Business, Consumer",HealthtechAdditive manufacturingICT & Mobile  Seed,2.0,,,Founded: 2015,,12.0,
1098,MEETING DOCTORS,"Our core business is telemedicine services. We are a pure player that provides both technology and medical service to our B2B customers. Our more popular services are medical chat, videocall and online prescription. We are extremely committed to product innovation and excellence quality services, proven by our 95% user satisfaction and average around 4,5 out of 5 in the user assessment of the apps wherein Meetingdoctors is in place.

We have become leaders in Spain’s healthtech market doing more","Development & Manufacturing, R+D+I Services",Business,HealthtechConnectivity Pre-seed,1.0,,,Founded: 2017,,3.0,
1099,MEETOPTICS,MEETOPTICS is a metasearch platform for optical components. We gather available optics in the global market to help researchers in photonics and optical engineers find them in seconds instead of hours or days. By developing our own technology and the over 15 years of the founder's experience in this field help the platform to be optimise for the complex specifications to be suitable for the end users. Our business model is based on affiliate marketing contracts with providers.,Marketplace,Consumer,ICT & MobilePhotonics & Quantum SciencesAI & Big Data Cloud & Edge Computing Connectivity Frontier materials Micro & Nano electronics  Series A,3.0,,,Founded: 2019,,4.0,
1100,MEFOOD OMICS,Empowering people to prevent diet-related diseases through personalized nutrition mixing omics science and IA,,Business,Business Services & SoftwareAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2020,,0.0,
1101,MELBOT STUDIOS,"Melbot´s mission is to entertain beyond formats, always combining the tangible and open-ended aspects of traditional toys and the narrative and immersive nature of videogames. Our goal is to help parents to provide quality entertainment to their kids with products that have values and conciliate life with play, giving them the chance to participate in the game and in the digital life of their sons.",Subscription,,GamingIoT & Sensors Undisclosed Funding,-1.0,,,Founded: 2017,,0.0,
1102,MENTOR-VR,We build training products. Formació i productes de realitat virtual per recursos humans.,Consultancy & Agency,"Business, Consumer",Business Services & SoftwareAR/VREdtech  Seed,2.0,,,Founded: 2017,,2.0,
1103,METHINKS SOFTWARE,"Methinks' software uses Deep Learning to analyze medical imaging. Furthermore, the solutions Methinks provides go beyond one-image diagnosis, by focusing on specific clinical pathologies, Methinks creates tools that create actionable results, combining different images and relevant clinical data. Our first project DeepStroke, intends to assist in diagnosis and patient triage for acute stroke cases through the analysis of patients' neuroimage.",,Business,HealthtechAI & Big DataOmic Sciences  Series A,3.0,,,Founded: 2016,,0.0,
1104,MIKROMIC MEDICAL.,MIKROMIC MEDICAL S.L. is a young and dynamic company dedicated to develop and manufacture innovative medical devices in the market segments of general surgery and cardiac thoracic surgery.,Development & Manufacturing,,HealthtechAutomation Undisclosed Funding,-1.0,,,Founded: 2015,,0.0,
1105,MILLOR ENERGY SOLUTIONS,"Millor Battery is a high-tech company specialized in the design, development and manufacturing of  World best of its class battery packs for hybrid and electric vehicles in medium series productions with very high added value, based on its Smart BMS (Battery Management System) and Smart Thermal Management own technologies.","Development & Manufacturing, R+D+I Services",Consumer,Sustainable mobilityAutomation Undisclosed Funding,-1.0,,,Founded: 2015,,0.0,
1106,"MITELOS BIOSCIENCE,.","Mitelos is a B2B pharmaceutical company that develops, registers, manufactures and supplies brand-name over-the-counter products in medical devices and food supplements.","Development & Manufacturing, R+D+I Services",,HealthtechBioengineering & Regenerative medicine Undisclosed Funding,-1.0,,,Founded: 2013,,0.0,
1107,MITIGA SOLUTIONS,"Mitiga is an advanced risk management company with supercomputing capabilities. We’re a spin-off from the Barcelona Supercomputing Center, a world-renowned institution with over two decades of experience in developing and implementing models in the fields of geophysics, volcanology, and atmospheric science under one roof. We harness these capabilities to create more resilience against the impact of natural and social hazards.",,,Green & EnergytechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2018,,0.0,
1108,MJN Neuro,"MJN Neuroserveis has developed mjn-SERAS, a non-invasive, discrete and wearable device that predicts an epileptic seizure before it occurs. The device consists of an earpiece that reads the electroencephalogram and connects by Bluetooth with a mobile application containing the prediction artificial intelligence algorithm. Our innovation alerts users and their caregivers 1 to 3 minutes before the seizure occurs, helping reduce anxiety and improving their quality of life. In addition, the device permanently monitors a patient's brain activity, allowing for the generation of medical reports, the number of seizures suffered, their intensity and frequency.","Ecommerce & Trade, Marketplace, Software licence","Business, Consumer",HealthtechDigital HealthAI & Big Data IoT & Sensors Cloud & Edge Computing  Series A,3.0,,,Founded: 2014,,11.0,
1109,MKF,Fabricación de Motos eléctricas.,"Development & Manufacturing, Saas",Business,Sustainable mobilityAutomation Seed,2.0,,,Founded: 2017,,6.0,
1110,MODANDA,MULTI-BRAND FASHION SHOPPING FROM ONE WISHLIST,"Marketplace, Subscription","Business, Consumer",Fashion & DesignAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2019,,150.0,
1111,MONEI,Payment gateway,"Ecommerce & Trade, Subscription","Business, Consumer",FintechAutomation Pre-seed,1.0,,,Founded: 2011,,2.0,
1112,MONZON BIOMED,"Monzon Biomed has developed and produces 9 dermatology products under the brand name: kalendae. Kalendae is a natural dermatology line with high efficacy in inflamatory skin issues, and has application in problems such as atopic skin, itchy skin and even dermatological problems derived from oncological treatments (radiotherapy and chemotherapy). We are the first dermatology line certified by Cradle2Cradle (Circular Economy) in the world.",Ecommerce & Trade,Business,HealthtechAI & Big Data Seed,2.0,,,Founded: 2014,,0.0,
1113,MOOSE,"Arengu offers ready-made templates to build complex use cases with pre-built UX components, custom logic, integrations and streamline user onboarding.",,,AdtechAI & Big Data Pre-seed,1.0,,,Founded: 2016,,0.0,
1114,MOTOSHARE,MotoShare is the #1 international sharing platform for private and commercially owned motorcycles.,Subscription,"Business, Consumer",Sustainable mobilityIoT & Sensors Series A,3.0,,,Founded: 2019,,67.0,
1115,MOWOOT,Producing and selling medical device to treat gastrointestinal disorders.,"Development & Manufacturing, Ecommerce & Trade","Business, Consumer",HealthtechRobotics & Collaborative Robotics Series A,3.0,,,Founded: 2014,,8.0,
1116,MQL,"We are specialists in Engagement! From gamification we develop strategies focused on social innovation, from adapted training, collaboration workshops, storytelling, and much more. Because we want to make our environment a smart and innovative environment! We collaborate with public and private institutions in the development and execution of strategic plans where innovation and technology join the service of the city and its citizens. Because social innovation is for us a key pillar in building","Consultancy & Agency, Development & Manufacturing, R+D+I Services",Business,GamingAI & Big DataEdtech  Seed,2.0,,,Founded: 2012,,8.0,
1117,MR. NOOW,"Mr. Noow is an app allowing users to see the menu, order and pay in their favourite restaurants. We believe that ordering and paying in restaurants should not require diners to wait anymore. This should be as simple and enjoyable as using a remote control. Diners are shifting towards a trend where waiting for service is becoming unacceptable, there is a need for immediacy. With mobile usage on the rise, and the ability to have everything at your fingertips, diners are now demanding control.",Marketplace,"Business, Consumer",FoodtechAutomation Series A,3.0,,,Founded: 2011,,22.0,
1118,MTS Tech,"The main activity of MTS Tech is industrial engineering and industrialitzation 4.0 offering an added value to improve client's processes, implementing solutions of automatization","Advertising, Marketplace, Software licence",,Logistic TechRobotics & Collaborative Robotics Pre-seed,1.0,,,Founded: 2019,,4.0,
1119,MUST,A mobile platform specifically designed for users to share their best experiences in a social media setting.  Providing all the tools to search for activities in an intuitive way and the tools to organize and plan the perfect getaway.  While creating an innovative distribution channel for businesses in the activity and tour segment of tourism.,"Advertising, Saas","Business, Consumer",Community & Social networkDLT/Blockchain Pre-seed,1.0,,,Founded: 2018,,3.0,
1120,MY SHELTAIR SL,"Sheltair creates a network of private spaces to work, gather and disconnect on-demand. With the app, you can book and stay inside a Sheltair in 5 minutes!",,,Business Services & SoftwareCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2015,,0.0,
1121,MYBARRIO,"We re-sell design goods (fashion, home decor, art) via our Ecommerce and pop up stores.

We organize markets and pop up stores.

We sell media and content.","Advertising, Ecommerce & Trade, Subscription",Business,Fashion & DesignIoT & Sensors Pre-seed,1.0,,,Founded: 2018,,7.0,
1122,MYCHEFTOOL.,"Mycheftool is an online app, which allows restaurant managers and chefs to manage their business globally through some modules linked to each other and satisfying thus their necessities and those of the end customer. Mycheftool uses the latest programming technology, which enables the adaptation to all kinds of mobile devices and operating systems. This makes Mycheftool a very versatile application and reduces drastically the implementation costs.",,,Business Services & SoftwareAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2018,,0.0,
